hits,bytes,spatial_id,product,folder,date,Lat,Lon
1386,1134821244,55HFB,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-19/S2B_OPER_MSI_ARD_TL_EPAE_20190619T011513_A011925_T55HFB_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:35,-34.8,148.7
2762,1105459735,53LPG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-13/S2B_OPER_MSI_ARD_TL_EPAE_20190613T023435_A011840_T53LPG_N02.07/NBART/NBART_B02.TIF,2019-07-02T16:18:35,-12.3,136.4
1386,1101930328,55HFB,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-19/S2B_OPER_MSI_ARD_TL_EPAE_20190619T011513_A011925_T55HFB_N02.07/NBART/NBART_B03.TIF,2019-07-02T16:18:35,-34.8,148.7
1387,1073232052,55HFB,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-19/S2B_OPER_MSI_ARD_TL_EPAE_20190619T011513_A011925_T55HFB_N02.07/NBART/NBART_B02.TIF,2019-07-02T16:18:35,-34.8,148.7
1418,1022424647,56JMQ,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-19/S2B_OPER_MSI_ARD_TL_EPAE_20190619T011513_A011925_T56JMQ_N02.07/NBART/NBART_B02.TIF,2019-07-02T16:18:35,-27.6,152.5
1235,925062543,55JGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-17/S2A_OPER_MSI_ARD_TL_SGS__20190617T013457_A020805_T55JGG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:35,-30.3,149.6
1580,909348565,55HFE,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-17/S2A_OPER_MSI_ARD_TL_SGS__20190617T013457_A020805_T55HFE_N02.07/NBART/NBART_B03.TIF,2019-07-02T16:18:35,-32.1,148.6
1235,875909672,55JGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-17/S2A_OPER_MSI_ARD_TL_SGS__20190617T013457_A020805_T55JGG_N02.07/NBART/NBART_B03.TIF,2019-07-02T16:18:35,-30.3,149.6
1229,841112659,55JGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-17/S2A_OPER_MSI_ARD_TL_SGS__20190617T013457_A020805_T55JGG_N02.07/NBART/NBART_B02.TIF,2019-07-02T16:18:35,-30.3,149.6
1381,765790718,55HFE,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-17/S2A_OPER_MSI_ARD_TL_SGS__20190617T013457_A020805_T55HFE_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:35,-32.1,148.6
1393,720086891,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1341,719639371,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1378,718470624,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1393,717175665,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1388,717130607,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1355,716810483,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1342,716580944,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1341,710369080,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1361,710071094,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1383,708886921,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1369,708165469,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1357,708141617,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-12/S2A_OPER_MSI_ARD_TL_EPAE_20190412T025505_A019862_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1342,707826234,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1393,707192650,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:35,-16.8,132.3
1342,707358492,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-17/S2B_OPER_MSI_ARD_TL_SGS__20190417T025331_A011025_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1388,706713883,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1365,704978667,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1354,704895265,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1393,703702691,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:35,-16.8,132.3
1343,703537675,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-02/S2A_OPER_MSI_ARD_TL_EPAE_20190502T030006_A020148_T52KHG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,132.3
1382,701813411,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1390,701612826,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:35,-16.8,132.3
1393,701398142,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B06.TIF,2019-07-02T16:18:35,-16.8,132.3
1357,700744008,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,131.4
820,706072892,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
1357,700499048,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,131.4
1361,699859586,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,131.4
1354,699269817,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,131.4
1342,699375014,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-17/S2B_OPER_MSI_ARD_TL_SGS__20190417T025331_A011025_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
773,704819284,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
1343,699042805,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,131.4
774,704620596,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
1342,698891264,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,131.4
1357,698230034,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-12/S2A_OPER_MSI_ARD_TL_EPAE_20190412T025505_A019862_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
801,703694680,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
1354,697889209,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,131.4
1342,697500462,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-02/S2A_OPER_MSI_ARD_TL_EPAE_20190502T030006_A020148_T52KHG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:35,-16.8,132.3
1380,696995300,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,131.4
809,702232722,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:35,-16.8,132.3
1382,696404742,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:35,-16.8,131.4
1388,696201451,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:35,-16.8,132.3
825,701732308,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
786,701939160,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:35,-16.8,132.3
789,701220232,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:35,-16.8,132.3
1342,695453855,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:35,-16.8,132.3
1388,694828236,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:35,-16.8,132.3
1357,695019493,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:35,-16.8,132.3
820,700294468,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1380,694656625,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:36,-16.8,131.4
1380,693771796,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:36,-16.8,131.4
1342,693869222,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
1341,693736924,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-17/S2B_OPER_MSI_ARD_TL_SGS__20190417T025331_A011025_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:36,-16.8,131.4
1388,693255096,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
1342,693625921,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:36,-16.8,132.3
1358,693404078,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:36,-16.8,132.3
1369,693180990,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:36,-16.8,131.4
790,698862792,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1388,692789913,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
822,698432584,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-17/S2B_OPER_MSI_ARD_TL_SGS__20190517T025326_A011454_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1388,692315450,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-22/S2A_OPER_MSI_ARD_TL_EPAE_20190522T030306_A020434_T52KHG_N02.07/NBART/NBART_B06.TIF,2019-07-02T16:18:36,-16.8,132.3
1342,692731398,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
1354,692433395,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B06.TIF,2019-07-02T16:18:36,-16.8,132.3
825,697640160,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1357,692245653,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
1354,691809702,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B05.TIF,2019-07-02T16:18:36,-16.8,132.3
1342,691766496,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-01/S2A_OPER_MSI_ARD_TL_SGS__20190601T043621_A020577_T52KHG_N02.07/NBART/NBART_B06.TIF,2019-07-02T16:18:36,-16.8,132.3
814,696916772,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:36,-16.8,132.3
1343,691525217,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-06-06/S2B_OPER_MSI_ARD_TL_SGS__20190606T025353_A011740_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
789,696922172,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-12/S2A_OPER_MSI_ARD_TL_EPAE_20190412T025505_A019862_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:36,-16.8,132.3
797,696823836,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:36,-16.8,132.3
1387,690881285,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
1342,690710389,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KGG_N02.07/NBART/NBART_B11.TIF,2019-07-02T16:18:36,-16.8,131.4
1362,690059183,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
1358,690075812,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-27/S2B_OPER_MSI_ARD_TL_SGS__20190527T025321_A011597_T52KHG_N02.07/NBART/NBART_B06.TIF,2019-07-02T16:18:36,-16.8,132.3
1376,689667906,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
1356,689821878,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
786,695420684,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-07/S2B_OPER_MSI_ARD_TL_SGS__20190507T025341_A011311_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1341,689511729,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-17/S2B_OPER_MSI_ARD_TL_SGS__20190417T025331_A011025_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:36,-16.8,131.4
774,695147056,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-02/S2A_OPER_MSI_ARD_TL_EPAE_20190502T030006_A020148_T52KHG_N02.07/NBART/NBART_B08.TIF,2019-07-02T16:18:36,-16.8,132.3
816,694015980,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B04.TIF,2019-07-02T16:18:36,-16.8,132.3
1380,688112640,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-04-22/S2A_OPER_MSI_ARD_TL_EPAE_20190422T030250_A020005_T52KHG_N02.07/NBART/NBART_B07.TIF,2019-07-02T16:18:36,-16.8,132.3
1342,688453838,52KGG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-12/S2A_OPER_MSI_ARD_TL_EPAE_20190512T025757_A020291_T52KGG_N02.07/NBART/NBART_B12.TIF,2019-07-02T16:18:36,-16.8,131.4
1349,688277796,52KHG,L2/sentinel-2-nrt,L2/sentinel-2-nrt/S2MSIARD/2019-05-02/S2A_OPER_MSI_ARD_TL_EPAE_20190502T030006_A020148_T52KHG_N02.07/NBART/NBART_B8A.TIF,2019-07-02T16:18:36,-16.8,132.3
